"","X.1","X","Data.As.Of","Start.Date","End.Date","Group","State","Sex","Age.Group","COVID.19.Deaths","COVID.19.Deaths_factor","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths"
"1290",1290,2387,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","18-29 years",13,1,302,16,NA,NA
"1292",1292,2389,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","30-39 years",37,1,500,27,17,0
"1294",1294,2391,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","40-49 years",93,1,834,75,44,NA
"1296",1296,2393,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","50-64 years",241,2,2534,241,111,NA
"1298",1298,2395,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","65-74 years",300,2,3340,298,155,NA
"1299",1299,2396,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","75-84 years",368,2,4975,386,165,NA
"1300",1300,2397,"11/24/2021","1/1/2020","11/20/2021","By Total","Utah","Female","85 years and over",408,2,6885,352,130,NA
"1303",1303,2417,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Male","0-17 years",0,1,30,NA,0,0
"1307",1307,2421,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Male","18-29 years",0,1,111,0,0,0
"1310",1310,2427,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Male","50-64 years",24,1,1049,43,12,NA
"1312",1312,2429,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Male","65-74 years",29,1,1266,64,NA,NA
"1313",1313,2430,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Male","75-84 years",53,1,1502,99,22,NA
"1314",1314,2431,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Male","85 years and over",67,1,1609,105,24,NA
"1317",1317,2434,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Female","0-17 years",0,1,19,0,0,0
"1321",1321,2444,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Female","50-64 years",14,1,584,23,NA,0
"1323",1323,2446,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Female","65-74 years",25,1,916,39,NA,NA
"1324",1324,2447,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Female","75-84 years",50,1,1396,66,NA,NA
"1325",1325,2448,"11/24/2021","1/1/2020","11/20/2021","By Total","Vermont","Female","85 years and over",92,1,2446,129,20,NA
"1329",1329,2472,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","18-29 years",37,1,2073,37,14,NA
"1331",1331,2474,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","30-39 years",102,2,2665,80,44,NA
"1333",1333,2476,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","40-49 years",282,2,3711,230,144,NA
"1335",1335,2478,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","50-64 years",1460,4,15463,1194,725,23
"1337",1337,2480,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","65-74 years",1800,4,17324,1597,887,24
"1338",1338,2481,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","75-84 years",2064,4,19329,1844,970,17
"1339",1339,2482,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Male","85 years and over",1688,4,16636,1440,668,19
"1342",1342,2489,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","18-29 years",25,1,793,26,14,NA
"1344",1344,2491,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","30-39 years",89,1,1312,79,40,NA
"1346",1346,2493,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","40-49 years",184,2,2276,153,94,NA
"1348",1348,2495,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","50-64 years",905,3,9929,883,483,19
"1350",1350,2497,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","65-74 years",1376,4,13264,1211,684,NA
"1351",1351,2498,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","75-84 years",1710,4,18299,1389,717,16
"1352",1352,2499,"11/24/2021","1/1/2020","11/20/2021","By Total","Virginia","Female","85 years and over",2521,4,26506,1652,746,22
"1355",1355,2523,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","18-29 years",38,1,1738,54,27,NA
"1357",1357,2525,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","30-39 years",99,1,2150,114,74,NA
"1359",1359,2527,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","40-49 years",247,2,2952,265,173,NA
"1361",1361,2529,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","50-64 years",999,3,11897,1193,697,24
"1363",1363,2531,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","65-74 years",1225,4,14641,1614,830,29
"1364",1364,2532,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","75-84 years",1268,4,15571,1557,807,14
"1365",1365,2533,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Male","85 years and over",1109,4,14659,1347,607,14
"1369",1369,2540,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","18-29 years",12,1,598,23,NA,NA
"1371",1371,2542,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","30-39 years",64,1,1000,64,43,NA
"1373",1373,2544,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","40-49 years",124,2,1713,133,75,NA
"1375",1375,2546,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","50-64 years",564,3,7620,767,386,13
"1377",1377,2548,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","65-74 years",790,3,10543,1011,530,11
"1378",1378,2549,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","75-84 years",941,3,13738,1144,565,19
"1379",1379,2550,"11/24/2021","1/1/2020","11/20/2021","By Total","Washington","Female","85 years and over",1361,4,21653,1453,632,14
"1385",1385,2576,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Male","30-39 years",24,1,921,22,NA,NA
"1387",1387,2578,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Male","40-49 years",101,2,1402,110,61,NA
"1389",1389,2580,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Male","50-64 years",458,2,4920,493,263,NA
"1391",1391,2582,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Male","65-74 years",677,3,5869,779,394,10
"1392",1392,2583,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Male","75-84 years",727,3,5856,820,404,NA
"1393",1393,2584,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Male","85 years and over",458,2,4169,497,224,NA
"1396",1396,2587,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","0-17 years",0,1,122,NA,0,NA
"1400",1400,2593,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","30-39 years",24,1,444,28,10,NA
"1402",1402,2595,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","40-49 years",76,1,772,73,35,NA
"1404",1404,2597,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","50-64 years",326,2,3217,392,191,NA
"1406",1406,2599,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","65-74 years",492,2,4235,560,289,NA
"1407",1407,2600,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","75-84 years",589,3,5311,626,309,NA
"1408",1408,2601,"11/24/2021","1/1/2020","11/20/2021","By Total","West Virginia","Female","85 years and over",637,3,6603,557,220,NA
"1411",1411,2625,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","18-29 years",23,1,1280,20,NA,NA
"1413",1413,2627,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","30-39 years",63,1,1857,50,20,0
"1415",1415,2629,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","40-49 years",177,2,2317,106,52,NA
"1417",1417,2631,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","50-64 years",830,3,10248,645,291,21
"1419",1419,2633,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","65-74 years",1294,4,12892,1010,535,24
"1420",1420,2634,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","75-84 years",1627,4,14605,1352,685,22
"1421",1421,2635,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Male","85 years and over",1622,4,14996,1249,570,17
"1425",1425,2642,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","18-29 years",22,1,510,18,NA,NA
"1427",1427,2644,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","30-39 years",40,1,849,34,11,NA
"1429",1429,2646,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","40-49 years",92,1,1278,76,36,NA
"1431",1431,2648,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","50-64 years",490,2,6436,428,179,13
"1433",1433,2650,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","65-74 years",783,3,8714,648,294,NA
"1434",1434,2651,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","75-84 years",1258,4,12956,927,415,20
"1435",1435,2652,"11/24/2021","1/1/2020","11/20/2021","By Total","Wisconsin","Female","85 years and over",2064,4,23032,1294,511,26
"1438",1438,2672,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","0-17 years",0,1,60,NA,0,0
"1443",1443,2678,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","30-39 years",13,1,229,11,NA,NA
"1445",1445,2680,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","40-49 years",25,1,312,32,18,0
"1447",1447,2682,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","50-64 years",132,2,1107,102,77,0
"1449",1449,2684,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","65-74 years",184,2,1343,162,120,NA
"1450",1450,2685,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","75-84 years",183,2,1342,178,104,0
"1451",1451,2686,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Male","85 years and over",136,2,1157,119,48,0
"1454",1454,2689,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Female","0-17 years",0,1,37,0,0,0
"1458",1458,2697,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Female","40-49 years",13,1,153,16,NA,0
"1460",1460,2699,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Female","50-64 years",76,1,671,87,50,NA
"1462",1462,2701,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Female","65-74 years",107,2,886,91,56,NA
"1463",1463,2702,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Female","75-84 years",146,2,1190,136,72,NA
"1464",1464,2703,"11/24/2021","1/1/2020","11/20/2021","By Total","Wyoming","Female","85 years and over",199,2,1717,172,80,NA
"1470",1470,2727,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","18-29 years",25,1,936,32,16,NA
"1472",1472,2729,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","30-39 years",52,1,1103,85,36,NA
"1474",1474,2731,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","40-49 years",135,2,1706,208,101,NA
"1476",1476,2733,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","50-64 years",423,2,5680,766,307,20
"1478",1478,2735,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","65-74 years",450,2,6964,1048,330,11
"1479",1479,2736,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","75-84 years",443,2,8843,1367,332,12
"1480",1480,2737,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Male","85 years and over",263,2,7532,1065,187,NA
"1484",1484,2744,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","18-29 years",15,1,214,18,NA,0
"1486",1486,2746,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","30-39 years",17,1,306,31,NA,NA
"1488",1488,2748,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","40-49 years",66,1,704,115,50,NA
"1490",1490,2750,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","50-64 years",310,2,3007,512,242,10
"1492",1492,2752,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","65-74 years",317,2,4595,685,239,NA
"1493",1493,2753,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","75-84 years",346,2,7610,1089,244,26
"1494",1494,2754,"11/24/2021","1/1/2020","11/20/2021","By Total","Puerto Rico","Female","85 years and over",319,2,10843,1316,211,34
"1497",1497,2774,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","0-17 years",113,2,20036,346,20,98
"1501",1501,2778,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","18-29 years",935,3,46288,1082,360,76
"1503",1503,2780,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","30-39 years",2831,4,60453,2581,1238,157
"1505",1505,2782,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","40-49 years",7527,4,84861,6278,3504,272
"1507",1507,2784,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","50-64 years",36778,4,344084,33968,18423,1203
"1509",1509,2786,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","65-74 years",50466,4,392909,48059,26258,1049
"1510",1510,2787,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","75-84 years",59471,4,429383,56100,30205,954
"1511",1511,2788,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Male","85 years and over",51172,4,395119,46983,23230,736
"1514",1514,2791,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","0-17 years",85,1,14038,279,16,81
"1518",1518,2795,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","18-29 years",547,3,16932,682,240,69
"1520",1520,2797,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","30-39 years",1455,4,28534,1541,607,157
"1522",1522,2799,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","40-49 years",3790,4,48334,3906,1798,217
"1524",1524,2801,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","50-64 years",19975,4,212715,21530,10203,880
"1526",1526,2803,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","65-74 years",31797,4,282859,31416,15976,830
"1527",1527,2804,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","75-84 years",46771,4,393541,42319,21670,940
"1528",1528,2805,"11/24/2021","1/1/2020","12/31/2020","By Year","United States","Female","85 years and over",71625,4,618115,54757,26193,1067
"1531",1531,2825,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","0-17 years",228,2,16750,279,75,6
"1535",1535,2829,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","18-29 years",1844,4,41438,1431,966,4
"1537",1537,2831,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","30-39 years",5567,4,58334,4254,3174,4
"1539",1539,2833,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","40-49 years",13378,4,82164,9836,7826,15
"1541",1541,2835,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","50-64 years",52180,4,313372,42611,30988,97
"1543",1543,2837,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","65-74 years",54547,4,350585,49706,32954,114
"1544",1544,2838,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","75-84 years",52856,4,363279,49891,30875,70
"1545",1545,2839,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Male","85 years and over",37150,4,315567,36185,19456,43
"1548",1548,2842,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","0-17 years",195,2,12175,228,59,4
"1552",1552,2846,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","18-29 years",1221,4,15410,945,649,1
"1554",1554,2848,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","30-39 years",3598,4,27950,2807,2029,9
"1556",1556,2850,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","40-49 years",8110,4,46837,6173,4657,9
"1558",1558,2852,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","50-64 years",32850,4,195076,28262,20026,70
"1560",1560,2854,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","65-74 years",38620,4,255462,34861,23048,65
"1561",1561,2855,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","75-84 years",41104,4,333228,37879,22700,86
"1562",1562,2856,"11/24/2021","1/1/2021","11/20/2021","By Year","United States","Female","85 years and over",45026,4,479047,38385,19582,68
"1566",1566,2880,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","18-29 years",18,1,891,11,NA,NA
"1568",1568,2882,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","30-39 years",43,1,1125,53,16,NA
"1570",1570,2884,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","40-49 years",129,2,1763,100,39,NA
"1572",1572,2886,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","50-64 years",658,3,7065,510,198,29
"1574",1574,2888,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","65-74 years",993,3,8015,793,341,25
"1575",1575,2889,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","75-84 years",1041,4,8083,823,355,13
"1576",1576,2890,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Male","85 years and over",679,3,5631,537,234,NA
"1581",1581,2899,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Female","30-39 years",35,1,603,30,NA,NA
"1583",1583,2901,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Female","40-49 years",93,1,1091,60,23,NA
"1585",1585,2903,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Female","50-64 years",477,2,4733,417,149,18
"1587",1587,2905,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Female","65-74 years",676,3,5901,520,215,15
"1588",1588,2906,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Female","75-84 years",859,3,7909,686,312,10
"1589",1589,2907,"11/24/2021","1/1/2020","12/31/2020","By Year","Alabama","Female","85 years and over",996,3,9546,648,279,NA
"1594",1594,2931,"11/24/2021","1/1/2021","11/20/2021","By Year","Alabama","Male","18-29 years",43,1,807,31,19,NA
"1596",1596,2933,"11/24/2021","1/1/2021","11/20/2021","By Year","Alabama","Male","30-39 years",151,2,1123,76,59,NA
"1598",1598,2935,"11/24/2021","1/1/2021","11/20/2021","By Year","Alabama","Male","40-49 years",342,2,1807,187,133,NA
"1600",1600,2937,"11/24/2021","1/1/2021","11/20/2021","By Year","Alabama","Male","50-64 years",1311,4,6928,745,489,NA
"1602",1602,2939,"11/24/2021","1/1/2021","11/20/2021","By Year","Alabama","Male","65-74 years",1324,4,7581,870,502,NA
"1603",1603,2940,"11/24/2021","1/1/2021","11/20/2021","By Year","Alabama","Male","75-84 years",1150,4,7145,761,433,NA
